-1.3789,3.04973,0.0127574,0.00160839
-1.36217,2.91289,0.00716164,0.00691766
-1.46539,3.28384,0.00514092,0.0309974
-1.46078,3.45978,0.0078631,0.00962264
-1.67617,3.5058,0.00935436,0.0089202
-1.61001,3.47412,0.00857462,0.00719421
-1.47083,3.73771,0.00810033,0.0118396
-1.26968,3.78598,0.00898293,0.00785348
-1.13402,3.87682,0.00865686,0.00791899
-1.33147,3.60618,0.00816205,0.0104585
-1.5464,3.84534,0.00616983,0.0102175
-1.43034,4.12756,0.00719637,0.0123136
-1.44394,3.86717,0.00741812,0.00927672
-1.56888,3.79916,0.00776908,0.00777071
-1.87808,4.00667,0.0099872,0.00903132
-1.84743,3.9968,0.00819315,0.00798731
-1.9011,3.94445,0.00770064,0.00805564
-1.80796,3.99293,0.00751061,0.00864342
-1.93367,4.33364,0.00775759,0.0168706
-1.89569,4.30489,0.00813334,0.00805336
-1.84916,4.54014,0.00773233,0.00895925
-1.80881,4.64424,0.00801781,0.00788524
-2.10865,4.5936,0.012799,0.00880029
-2.13079,4.6168,0.00855017,0.00771148
-2.01313,4.59756,0.00834337,0.00795686
-2.33777,4.72675,0.0140074,0.00741237
-2.47614,4.76281,0.010224,0.00743212
-2.36394,4.92791,0.0086729,0.00900852
-2.36463,5.22495,0.00621536,0.0103256
-2.33754,5.44037,0.00684193,0.00895801
-2.33235,5.50199,0.00725711,0.00798349
-2.53614,5.71837,0.00879685,0.00887928
-2.54797,5.83868,0.00752966,0.00780802
-2.56232,6.04032,0.00758892,0.00834337
-2.54702,5.9342,0.0078909,0.00804016
-2.55831,6.1141,0.00821435,0.0101786
-2.81487,6.36067,0.0109188,0.011378
-2.92816,6.05335,0.00653863,0.0107516
-2.96964,6.21807,0.00783041,0.00936599
-3.02053,6.15143,0.00922039,0.0084372
-2.80415,6.15225,0.00995531,0.00856702
-2.99046,6.36072,0.00954939,0.00906488
-3.19457,6.50161,0.00911074,0.00840636
-3.4331,6.82382,0.00840669,0.0097859
-3.33011,7.13247,0.00743528,0.0122398
-3.37241,7.32568,0.007255,0.0097085
-3.47503,7.36508,0.0077795,0.0080817
-3.34716,7.47699,0.00820893,0.00769741
-3.46903,7.4882,0.00820531,0.00799936
-3.48718,7.68719,0.00717248,0.00916276
-3.59838,7.80659,0.00892706,0.00990711
-3.62964,8.09441,0.0081839,0.0101744
-3.44925,8.14831,0.00789986,0.00775618
-3.29418,8.36246,0.00837024,0.00853891
-3.52148,8.43338,0.00929326,0.00831306
-3.43409,8.4952,0.00998712,0.0081589
-3.5957,8.69471,0.00920229,0.00821976
-3.7084,8.67134,0.00849856,0.00770657
-3.70299,8.8574,0.00729904,0.00851788
-3.89497,9.11937,0.00858433,0.00967531
-4.04106,9.30838,0.00991862,0.00831578
-4.14778,9.41202,0.00765379,0.00784118
-3.90367,9.53118,0.0135124,0.00936333
-3.91863,9.33626,0.00854988,0.0116203
-4.00362,9.18317,0.00789317,0.00968813
-3.80846,9.43178,0.0100539,0.00953017
-3.87508,9.76983,0.00726274,0.00949973
-4.28558,9.83088,0.0141874,0.00589871
-4.12991,10.1023,0.00793627,0.00769364
-4.11998,10.1724,0.00785855,0.00759724
-4.12601,10.2949,0.00802603,0.00920073
-4.2878,10.4623,0.00895542,0.00871949
-4.31246,10.7177,0.00741607,0.00935452
-4.606,11.0436,0.0142906,0.00830243
-4.84893,11.2564,0.00885117,0.00879441
-5.08058,11.3393,0.0104834,0.00759225
-5.18749,11.3607,0.0079561,0.00781365
-5.36439,11.5735,0.00705542,0.00758185
-5.2312,11.4786,0.00792182,0.00858689
-5.29229,11.4581,0.00751807,0.00885555
-5.37449,11.6569,0.00775253,0.00864719
-5.30123,11.7033,0.00786029,0.00743932
-5.17971,12.0426,0.00656754,0.0092101
-5.29002,11.796,0.007193,0.0131466
-5.29768,11.9601,0.00852731,0.00820864
-5.30972,11.954,0.0086638,0.00848141
-5.46843,12.0917,0.00903817,0.00925272
-5.39768,12.489,0.0084672,0.012522
-5.42399,12.6624,0.00787801,0.00879104
-5.65768,12.8437,0.00923592,0.00972201
-5.52136,12.8169,0.0096622,0.00768939
-5.68221,13.1049,0.00903906,0.00847929
-5.76159,13.2039,0.00879774,0.00793662
-5.80792,13.0786,0.0082936,0.00932899
-5.78514,12.9534,0.00797244,0.00789387
-6.01351,13.0315,0.00873231,0.00837654
-6.04886,13.1197,0.00843529,0.00850786
-6.19401,13.0319,0.00951998,0.0104629
-6.42556,13.2811,0.00973227,0.00894781
